n,idx,distribution,travel,serv,obj,iters,time,alg,cost_profile,scaling
15,5,0,0,0,1245.429,10000.0,15.336,dotsp,"(1, 2.5, 10)",0.2
15,5,0,0,1,2252.718,10000.0,12.872,dotsp,"(1, 2.5, 10)",0.2
15,6,0,0,0,1261.934,10000.0,13.591,dotsp,"(1, 2.5, 10)",0.2
15,6,0,0,1,2257.554,10000.0,13.011,dotsp,"(1, 2.5, 10)",0.2
15,7,0,0,0,1314.953,10000.0,19.574,dotsp,"(1, 2.5, 10)",0.2
15,7,0,0,1,2397.755,10000.0,19.703,dotsp,"(1, 2.5, 10)",0.2
15,8,0,0,0,1097.788,10000.0,13.811,dotsp,"(1, 2.5, 10)",0.2
15,8,0,0,1,2000.196,10000.0,14.599,dotsp,"(1, 2.5, 10)",0.2
15,9,0,0,0,1381.086,10000.0,15.139,dotsp,"(1, 2.5, 10)",0.2
15,9,0,0,1,2451.342,10000.0,13.747,dotsp,"(1, 2.5, 10)",0.2
15,0,0,0,0,1308.597,588.0,227.093,lns,"(1, 2.5, 10)",0.6
15,0,0,0,1,2115.274,856.0,226.571,lns,"(1, 2.5, 10)",0.6
15,1,0,0,0,1279.508,542.0,228.244,lns,"(1, 2.5, 10)",0.6
15,1,0,0,1,2154.064,773.0,227.931,lns,"(1, 2.5, 10)",0.6
15,10,0,0,0,1260.847,530.0,227.41,lns,"(1, 2.5, 10)",0.6
15,10,0,0,1,2058.464,864.0,226.664,lns,"(1, 2.5, 10)",0.6
15,11,0,0,0,1295.838,579.0,227.157,lns,"(1, 2.5, 10)",0.6
15,11,0,0,1,2119.858,903.0,226.874,lns,"(1, 2.5, 10)",0.6
15,12,0,0,0,1240.166,552.0,228.352,lns,"(1, 2.5, 10)",0.6
15,12,0,0,1,2035.706,829.0,227.481,lns,"(1, 2.5, 10)",0.6
15,13,0,0,0,1332.997,514.0,227.798,lns,"(1, 2.5, 10)",0.6
15,13,0,0,1,2243.595,941.0,226.281,lns,"(1, 2.5, 10)",0.6
15,14,0,0,0,1328.266,511.0,227.112,lns,"(1, 2.5, 10)",0.6
15,14,0,0,1,2175.518,948.0,226.677,lns,"(1, 2.5, 10)",0.6
15,15,0,0,0,1254.294,487.0,227.767,lns,"(1, 2.5, 10)",0.6
15,15,0,0,1,2108.813,761.0,227.324,lns,"(1, 2.5, 10)",0.6
15,16,0,0,0,1326.506,590.0,227.999,lns,"(1, 2.5, 10)",0.6
15,16,0,0,1,2196.363,943.0,226.494,lns,"(1, 2.5, 10)",0.6
15,17,0,0,0,1172.156,524.0,228.439,lns,"(1, 2.5, 10)",0.6
15,17,0,0,1,1956.733,809.0,227.603,lns,"(1, 2.5, 10)",0.6
15,18,0,0,0,1429.666,651.0,227.071,lns,"(1, 2.5, 10)",0.6
15,18,0,0,1,2366.988,898.0,227.008,lns,"(1, 2.5, 10)",0.6
15,19,0,0,0,1384.802,519.0,227.221,lns,"(1, 2.5, 10)",0.6
15,19,0,0,1,2282.926,946.0,226.396,lns,"(1, 2.5, 10)",0.6
15,2,0,0,0,1143.731,514.0,227.632,lns,"(1, 2.5, 10)",0.6
15,2,0,0,1,1880.761,861.0,226.79,lns,"(1, 2.5, 10)",0.6
15,3,0,0,0,1130.968,552.0,227.657,lns,"(1, 2.5, 10)",0.6
15,3,0,0,1,1858.929,914.0,226.431,lns,"(1, 2.5, 10)",0.6
15,4,0,0,0,1515.826,616.0,226.797,lns,"(1, 2.5, 10)",0.6
15,4,0,0,1,2541.378,904.0,227.061,lns,"(1, 2.5, 10)",0.6
15,5,0,0,0,1297.872,435.0,231.986,lns,"(1, 2.5, 10)",0.6
15,5,0,0,1,2119.67,691.0,230.131,lns,"(1, 2.5, 10)",0.6
15,6,0,0,0,1320.927,523.0,227.666,lns,"(1, 2.5, 10)",0.6
15,6,0,0,1,2245.07,867.0,226.827,lns,"(1, 2.5, 10)",0.6
15,7,0,0,0,1387.968,528.0,227.418,lns,"(1, 2.5, 10)",0.6
15,7,0,0,1,2325.845,871.0,227.12,lns,"(1, 2.5, 10)",0.6
15,8,0,0,0,1181.362,494.0,228.855,lns,"(1, 2.5, 10)",0.6
15,8,0,0,1,1942.899,759.0,228.62,lns,"(1, 2.5, 10)",0.6
15,9,0,0,0,1484.553,387.0,229.148,lns,"(1, 2.5, 10)",0.6
15,9,0,0,1,2513.168,949.0,226.567,lns,"(1, 2.5, 10)",0.6
15,0,0,0,0,1318.512,502.0,229.166,lns,"(1, 2.5, 10)",0.7
15,0,0,0,1,2178.501,937.0,226.618,lns,"(1, 2.5, 10)",0.7
15,1,0,0,0,1295.831,503.0,227.517,lns,"(1, 2.5, 10)",0.7
15,1,0,0,1,2195.06,701.0,228.033,lns,"(1, 2.5, 10)",0.7
15,10,0,0,0,1288.273,519.0,227.479,lns,"(1, 2.5, 10)",0.7
15,10,0,0,1,2094.093,827.0,226.989,lns,"(1, 2.5, 10)",0.7
15,11,0,0,0,1324.551,617.0,226.859,lns,"(1, 2.5, 10)",0.7
15,11,0,0,1,2159.492,925.0,226.874,lns,"(1, 2.5, 10)",0.7
15,12,0,0,0,1254.183,482.0,227.749,lns,"(1, 2.5, 10)",0.7
15,12,0,0,1,2076.167,711.0,227.356,lns,"(1, 2.5, 10)",0.7
15,13,0,0,0,1366.222,427.0,227.944,lns,"(1, 2.5, 10)",0.7
15,13,0,0,1,2288.015,966.0,226.502,lns,"(1, 2.5, 10)",0.7
15,14,0,0,0,1365.389,592.0,226.789,lns,"(1, 2.5, 10)",0.7
15,14,0,0,1,2196.051,932.0,226.58,lns,"(1, 2.5, 10)",0.7
15,15,0,0,0,1269.091,495.0,227.625,lns,"(1, 2.5, 10)",0.7
15,15,0,0,1,2143.297,804.0,227.001,lns,"(1, 2.5, 10)",0.7
15,16,0,0,0,1336.454,574.0,227.822,lns,"(1, 2.5, 10)",0.7
15,16,0,0,1,2237.219,837.0,227.828,lns,"(1, 2.5, 10)",0.7
15,17,0,0,0,1198.643,497.0,228.184,lns,"(1, 2.5, 10)",0.7
15,17,0,0,1,2000.607,809.0,228.038,lns,"(1, 2.5, 10)",0.7
15,18,0,0,0,1440.883,652.0,226.84,lns,"(1, 2.5, 10)",0.7
15,18,0,0,1,2374.631,909.0,226.825,lns,"(1, 2.5, 10)",0.7
15,19,0,0,0,1405.658,566.0,227.124,lns,"(1, 2.5, 10)",0.7
15,19,0,0,1,2332.037,954.0,226.462,lns,"(1, 2.5, 10)",0.7
15,2,0,0,0,1147.022,508.0,227.918,lns,"(1, 2.5, 10)",0.7
15,2,0,0,1,1904.809,873.0,227.085,lns,"(1, 2.5, 10)",0.7
15,3,0,0,0,1151.805,490.0,229.086,lns,"(1, 2.5, 10)",0.7
15,3,0,0,1,1891.703,930.0,226.301,lns,"(1, 2.5, 10)",0.7
15,4,0,0,0,1558.304,610.0,227.149,lns,"(1, 2.5, 10)",0.7
15,4,0,0,1,2574.073,903.0,226.85,lns,"(1, 2.5, 10)",0.7
15,5,0,0,0,1322.478,423.0,233.457,lns,"(1, 2.5, 10)",0.7
15,5,0,0,1,2162.764,639.0,230.388,lns,"(1, 2.5, 10)",0.7
15,6,0,0,0,1374.458,557.0,227.153,lns,"(1, 2.5, 10)",0.7
15,6,0,0,1,2264.354,881.0,226.823,lns,"(1, 2.5, 10)",0.7
15,7,0,0,0,1421.905,552.0,227.231,lns,"(1, 2.5, 10)",0.7
15,7,0,0,1,2348.26,841.0,227.135,lns,"(1, 2.5, 10)",0.7
15,8,0,0,0,1200.242,503.0,229.155,lns,"(1, 2.5, 10)",0.7
15,8,0,0,1,1969.412,769.0,228.77,lns,"(1, 2.5, 10)",0.7
15,9,0,0,0,1507.486,416.0,231.257,lns,"(1, 2.5, 10)",0.7
15,9,0,0,1,2569.097,955.0,226.114,lns,"(1, 2.5, 10)",0.7
15,0,0,0,0,1264.128,10000.0,17.7,dotsp,"(1, 2.5, 10)",0.3
15,0,0,0,1,2215.285,10000.0,16.771,dotsp,"(1, 2.5, 10)",0.3
15,1,0,0,0,1225.636,10000.0,15.216,dotsp,"(1, 2.5, 10)",0.3
15,1,0,0,1,2277.995,10000.0,15.514,dotsp,"(1, 2.5, 10)",0.3
15,10,0,0,0,1247.225,10000.0,10.162,dotsp,"(1, 2.5, 10)",0.3
15,10,0,0,1,2246.607,10000.0,9.653,dotsp,"(1, 2.5, 10)",0.3
15,11,0,0,0,1235.582,10000.0,9.792,dotsp,"(1, 2.5, 10)",0.3
15,11,0,0,1,2261.415,10000.0,10.307,dotsp,"(1, 2.5, 10)",0.3
15,12,0,0,0,1220.705,10000.0,17.219,dotsp,"(1, 2.5, 10)",0.3
15,12,0,0,1,2144.717,10000.0,17.15,dotsp,"(1, 2.5, 10)",0.3
15,13,0,0,0,1250.27,10000.0,11.449,dotsp,"(1, 2.5, 10)",0.3
15,13,0,0,1,2226.826,10000.0,11.957,dotsp,"(1, 2.5, 10)",0.3
15,14,0,0,0,1318.801,10000.0,12.235,dotsp,"(1, 2.5, 10)",0.3
15,14,0,0,1,2448.544,10000.0,12.164,dotsp,"(1, 2.5, 10)",0.3
15,15,0,0,0,1288.468,10000.0,16.615,dotsp,"(1, 2.5, 10)",0.3
15,15,0,0,1,2315.877,10000.0,15.984,dotsp,"(1, 2.5, 10)",0.3
15,16,0,0,0,1252.454,10000.0,12.194,dotsp,"(1, 2.5, 10)",0.3
15,16,0,0,1,2231.185,10000.0,12.797,dotsp,"(1, 2.5, 10)",0.3
15,17,0,0,0,1147.733,10000.0,14.356,dotsp,"(1, 2.5, 10)",0.3
15,17,0,0,1,1983.96,10000.0,13.611,dotsp,"(1, 2.5, 10)",0.3
15,18,0,0,0,1359.556,10000.0,11.498,dotsp,"(1, 2.5, 10)",0.3
15,18,0,0,1,2430.665,10000.0,10.986,dotsp,"(1, 2.5, 10)",0.3
15,19,0,0,0,1346.178,10000.0,12.374,dotsp,"(1, 2.5, 10)",0.3
15,19,0,0,1,2363.302,10000.0,12.432,dotsp,"(1, 2.5, 10)",0.3
15,2,0,0,0,1125.112,10000.0,11.711,dotsp,"(1, 2.5, 10)",0.3
15,2,0,0,1,2034.136,10000.0,11.606,dotsp,"(1, 2.5, 10)",0.3
15,3,0,0,0,1127.046,10000.0,15.742,dotsp,"(1, 2.5, 10)",0.3
15,3,0,0,1,2014.057,10000.0,16.066,dotsp,"(1, 2.5, 10)",0.3
15,4,0,0,0,1474.636,10000.0,10.854,dotsp,"(1, 2.5, 10)",0.3
15,4,0,0,1,2714.859,10000.0,10.985,dotsp,"(1, 2.5, 10)",0.3
15,5,0,0,0,1261.01,10000.0,17.49,dotsp,"(1, 2.5, 10)",0.3
15,5,0,0,1,2205.808,10000.0,17.449,dotsp,"(1, 2.5, 10)",0.3
15,6,0,0,0,1292.355,10000.0,15.343,dotsp,"(1, 2.5, 10)",0.3
15,6,0,0,1,2267.447,10000.0,14.985,dotsp,"(1, 2.5, 10)",0.3
15,7,0,0,0,1350.745,10000.0,17.292,dotsp,"(1, 2.5, 10)",0.3
15,7,0,0,1,2412.979,10000.0,17.294,dotsp,"(1, 2.5, 10)",0.3
15,8,0,0,0,1133.057,10000.0,15.596,dotsp,"(1, 2.5, 10)",0.3
15,8,0,0,1,1989.466,10000.0,15.887,dotsp,"(1, 2.5, 10)",0.3
15,9,0,0,0,1408.22,10000.0,17.576,dotsp,"(1, 2.5, 10)",0.3
15,9,0,0,1,2466.99,10000.0,15.316,dotsp,"(1, 2.5, 10)",0.3
15,0,0,0,0,1460.124,0.0,84.945,mtsp,"(1, 2.5, 10)",1.0
15,0,0,0,1,2394.319,0.0,83.598,mtsp,"(1, 2.5, 10)",1.0
15,1,0,0,0,1446.08,0.0,84.126,mtsp,"(1, 2.5, 10)",1.0
15,1,0,0,1,2407.614,0.0,88.539,mtsp,"(1, 2.5, 10)",1.0
15,10,0,0,0,1384.746,0.0,82.943,mtsp,"(1, 2.5, 10)",1.0
15,10,0,0,1,2263.461,0.0,86.169,mtsp,"(1, 2.5, 10)",1.0
15,11,0,0,0,1396.902,0.0,88.599,mtsp,"(1, 2.5, 10)",1.0
15,11,0,0,1,2312.635,0.0,81.657,mtsp,"(1, 2.5, 10)",1.0
15,12,0,0,0,1327.606,0.0,83.162,mtsp,"(1, 2.5, 10)",1.0
15,12,0,0,1,2270.317,0.0,82.836,mtsp,"(1, 2.5, 10)",1.0
15,13,0,0,0,1418.088,0.0,83.551,mtsp,"(1, 2.5, 10)",1.0
15,13,0,0,1,2368.822,0.0,82.264,mtsp,"(1, 2.5, 10)",1.0
15,14,0,0,0,1445.349,0.0,83.383,mtsp,"(1, 2.5, 10)",1.0
15,14,0,0,1,2376.622,0.0,81.433,mtsp,"(1, 2.5, 10)",1.0
15,15,0,0,0,1445.799,0.0,89.589,mtsp,"(1, 2.5, 10)",1.0
15,15,0,0,1,2153.973,0.0,89.071,mtsp,"(1, 2.5, 10)",1.0
15,16,0,0,0,1522.521,0.0,83.196,mtsp,"(1, 2.5, 10)",1.0
15,16,0,0,1,2389.104,0.0,86.755,mtsp,"(1, 2.5, 10)",1.0
15,17,0,0,0,1324.63,0.0,85.189,mtsp,"(1, 2.5, 10)",1.0
15,17,0,0,1,2177.204,0.0,84.199,mtsp,"(1, 2.5, 10)",1.0
15,18,0,0,0,1517.698,0.0,92.921,mtsp,"(1, 2.5, 10)",1.0
15,18,0,0,1,2508.721,0.0,90.958,mtsp,"(1, 2.5, 10)",1.0
15,19,0,0,0,1517.635,0.0,82.539,mtsp,"(1, 2.5, 10)",1.0
15,19,0,0,1,2564.018,0.0,91.751,mtsp,"(1, 2.5, 10)",1.0
15,2,0,0,0,1258.853,0.0,91.434,mtsp,"(1, 2.5, 10)",1.0
15,2,0,0,1,2098.115,0.0,87.65,mtsp,"(1, 2.5, 10)",1.0
15,3,0,0,0,1264.799,0.0,84.264,mtsp,"(1, 2.5, 10)",1.0
15,3,0,0,1,1982.178,0.0,95.925,mtsp,"(1, 2.5, 10)",1.0
15,4,0,0,0,1634.035,0.0,82.609,mtsp,"(1, 2.5, 10)",1.0
15,4,0,0,1,2709.199,0.0,82.027,mtsp,"(1, 2.5, 10)",1.0
15,5,0,0,0,1425.297,0.0,88.15,mtsp,"(1, 2.5, 10)",1.0
15,5,0,0,1,2332.173,0.0,95.299,mtsp,"(1, 2.5, 10)",1.0
15,6,0,0,0,1451.93,0.0,88.323,mtsp,"(1, 2.5, 10)",1.0
15,6,0,0,1,2434.25,0.0,88.693,mtsp,"(1, 2.5, 10)",1.0
15,7,0,0,0,1560.374,0.0,92.726,mtsp,"(1, 2.5, 10)",1.0
15,7,0,0,1,2606.283,0.0,87.616,mtsp,"(1, 2.5, 10)",1.0
15,8,0,0,0,1284.165,0.0,84.366,mtsp,"(1, 2.5, 10)",1.0
15,8,0,0,1,2072.581,0.0,83.345,mtsp,"(1, 2.5, 10)",1.0
15,9,0,0,0,1561.992,0.0,86.584,mtsp,"(1, 2.5, 10)",1.0
15,9,0,0,1,2677.445,0.0,92.4,mtsp,"(1, 2.5, 10)",1.0
15,0,0,0,0,1245.649,10000.0,16.842,dotsp,"(1, 2.5, 10)",0.1
15,0,0,0,1,2274.936,10000.0,17.708,dotsp,"(1, 2.5, 10)",0.1
15,1,0,0,0,1204.596,10000.0,16.478,dotsp,"(1, 2.5, 10)",0.1
15,1,0,0,1,2287.834,10000.0,18.029,dotsp,"(1, 2.5, 10)",0.1
15,10,0,0,0,1189.423,10000.0,14.805,dotsp,"(1, 2.5, 10)",0.1
15,10,0,0,1,2236.985,10000.0,15.779,dotsp,"(1, 2.5, 10)",0.1
15,11,0,0,0,1199.587,10000.0,14.054,dotsp,"(1, 2.5, 10)",0.1
15,11,0,0,1,2214.217,10000.0,13.702,dotsp,"(1, 2.5, 10)",0.1
15,12,0,0,0,1156.525,10000.0,19.939,dotsp,"(1, 2.5, 10)",0.1
15,12,0,0,1,2198.17,10000.0,21.414,dotsp,"(1, 2.5, 10)",0.1
15,13,0,0,0,1199.912,10000.0,10.993,dotsp,"(1, 2.5, 10)",0.1
15,13,0,0,1,2201.976,10000.0,12.213,dotsp,"(1, 2.5, 10)",0.1
15,14,0,0,0,1239.717,10000.0,13.764,dotsp,"(1, 2.5, 10)",0.1
15,14,0,0,1,2342.09,10000.0,14.954,dotsp,"(1, 2.5, 10)",0.1
15,15,0,0,0,1217.77,10000.0,18.222,dotsp,"(1, 2.5, 10)",0.1
15,15,0,0,1,2201.219,10000.0,16.928,dotsp,"(1, 2.5, 10)",0.1
15,16,0,0,0,1201.737,10000.0,14.434,dotsp,"(1, 2.5, 10)",0.1
15,16,0,0,1,2218.132,10000.0,15.864,dotsp,"(1, 2.5, 10)",0.1
15,17,0,0,0,1091.603,10000.0,24.586,dotsp,"(1, 2.5, 10)",0.1
15,17,0,0,1,1973.414,10000.0,21.879,dotsp,"(1, 2.5, 10)",0.1
15,18,0,0,0,1321.855,10000.0,11.873,dotsp,"(1, 2.5, 10)",0.1
15,18,0,0,1,2421.832,10000.0,11.547,dotsp,"(1, 2.5, 10)",0.1
15,19,0,0,0,1271.587,10000.0,14.494,dotsp,"(1, 2.5, 10)",0.1
15,19,0,0,1,2332.413,10000.0,14.747,dotsp,"(1, 2.5, 10)",0.1
15,2,0,0,0,1083.383,10000.0,13.423,dotsp,"(1, 2.5, 10)",0.1
15,2,0,0,1,1999.513,10000.0,12.759,dotsp,"(1, 2.5, 10)",0.1
15,3,0,0,0,1073.7,10000.0,15.948,dotsp,"(1, 2.5, 10)",0.1
15,3,0,0,1,1980.106,10000.0,15.07,dotsp,"(1, 2.5, 10)",0.1
15,4,0,0,0,1415.573,10000.0,11.418,dotsp,"(1, 2.5, 10)",0.1
15,4,0,0,1,2686.892,10000.0,11.844,dotsp,"(1, 2.5, 10)",0.1
15,5,0,0,0,1217.665,10000.0,18.875,dotsp,"(1, 2.5, 10)",0.1
15,5,0,0,1,2239.317,10000.0,17.157,dotsp,"(1, 2.5, 10)",0.1
15,6,0,0,0,1241.822,10000.0,15.321,dotsp,"(1, 2.5, 10)",0.1
15,6,0,0,1,2258.601,10000.0,15.271,dotsp,"(1, 2.5, 10)",0.1
15,7,0,0,0,1290.114,10000.0,17.876,dotsp,"(1, 2.5, 10)",0.1
15,7,0,0,1,2423.194,10000.0,17.62,dotsp,"(1, 2.5, 10)",0.1
15,8,0,0,0,1090.789,10000.0,13.071,dotsp,"(1, 2.5, 10)",0.1
15,8,0,0,1,2017.182,10000.0,16.749,dotsp,"(1, 2.5, 10)",0.1
15,9,0,0,0,1347.429,10000.0,13.629,dotsp,"(1, 2.5, 10)",0.1
15,9,0,0,1,2489.753,10000.0,12.406,dotsp,"(1, 2.5, 10)",0.1
15,0,0,0,0,1255.71,590.0,227.73,lns,"(1, 2.5, 10)",0.5
15,0,0,0,1,2079.745,942.0,226.877,lns,"(1, 2.5, 10)",0.5
15,1,0,0,0,1267.898,535.0,228.59,lns,"(1, 2.5, 10)",0.5
15,1,0,0,1,2112.12,874.0,226.922,lns,"(1, 2.5, 10)",0.5
15,10,0,0,0,1242.188,561.0,227.722,lns,"(1, 2.5, 10)",0.5
15,10,0,0,1,2034.983,829.0,227.009,lns,"(1, 2.5, 10)",0.5
15,11,0,0,0,1268.06,623.0,227.238,lns,"(1, 2.5, 10)",0.5
15,11,0,0,1,2093.983,924.0,226.696,lns,"(1, 2.5, 10)",0.5
15,12,0,0,0,1207.44,558.0,228.13,lns,"(1, 2.5, 10)",0.5
15,12,0,0,1,2010.518,812.0,227.955,lns,"(1, 2.5, 10)",0.5
15,13,0,0,0,1309.68,541.0,228.234,lns,"(1, 2.5, 10)",0.5
15,13,0,0,1,2199.045,989.0,226.458,lns,"(1, 2.5, 10)",0.5
15,14,0,0,0,1297.376,623.0,227.634,lns,"(1, 2.5, 10)",0.5
15,14,0,0,1,2137.087,895.0,226.864,lns,"(1, 2.5, 10)",0.5
15,15,0,0,0,1236.671,489.0,228.175,lns,"(1, 2.5, 10)",0.5
15,15,0,0,1,2083.486,821.0,227.564,lns,"(1, 2.5, 10)",0.5
15,16,0,0,0,1293.655,607.0,228.146,lns,"(1, 2.5, 10)",0.5
15,16,0,0,1,2154.597,804.0,226.852,lns,"(1, 2.5, 10)",0.5
15,17,0,0,0,1158.551,471.0,229.106,lns,"(1, 2.5, 10)",0.5
15,17,0,0,1,1941.237,792.0,227.695,lns,"(1, 2.5, 10)",0.5
15,18,0,0,0,1403.033,661.0,226.698,lns,"(1, 2.5, 10)",0.5
15,18,0,0,1,2338.363,767.0,227.168,lns,"(1, 2.5, 10)",0.5
15,19,0,0,0,1338.846,630.0,227.014,lns,"(1, 2.5, 10)",0.5
15,19,0,0,1,2261.603,921.0,226.894,lns,"(1, 2.5, 10)",0.5
15,2,0,0,0,1110.809,528.0,227.65,lns,"(1, 2.5, 10)",0.5
15,2,0,0,1,1872.07,861.0,227.126,lns,"(1, 2.5, 10)",0.5
15,3,0,0,0,1109.922,521.0,227.707,lns,"(1, 2.5, 10)",0.5
15,3,0,0,1,1801.775,923.0,226.59,lns,"(1, 2.5, 10)",0.5
15,4,0,0,0,1493.021,651.0,227.219,lns,"(1, 2.5, 10)",0.5
15,4,0,0,1,2450.875,895.0,227.057,lns,"(1, 2.5, 10)",0.5
15,5,0,0,0,1266.395,441.0,232.547,lns,"(1, 2.5, 10)",0.5
15,5,0,0,1,2062.574,612.0,231.35,lns,"(1, 2.5, 10)",0.5
15,6,0,0,0,1309.259,546.0,227.011,lns,"(1, 2.5, 10)",0.5
15,6,0,0,1,2200.342,896.0,226.696,lns,"(1, 2.5, 10)",0.5
15,7,0,0,0,1358.016,545.0,227.622,lns,"(1, 2.5, 10)",0.5
15,7,0,0,1,2262.118,875.0,227.168,lns,"(1, 2.5, 10)",0.5
15,8,0,0,0,1158.456,522.0,229.297,lns,"(1, 2.5, 10)",0.5
15,8,0,0,1,1901.898,782.0,228.975,lns,"(1, 2.5, 10)",0.5
15,9,0,0,0,1466.933,597.0,226.823,lns,"(1, 2.5, 10)",0.5
15,9,0,0,1,2460.507,937.0,226.572,lns,"(1, 2.5, 10)",0.5
15,0,0,0,0,1428.643,0.0,86.166,mtsp,"(1, 2.5, 10)",0.9
15,0,0,0,1,2357.29,0.0,83.824,mtsp,"(1, 2.5, 10)",0.9
15,1,0,0,0,1417.2,0.0,89.413,mtsp,"(1, 2.5, 10)",0.9
15,1,0,0,1,2375.784,0.0,87.683,mtsp,"(1, 2.5, 10)",0.9
15,10,0,0,0,1348.674,0.0,83.259,mtsp,"(1, 2.5, 10)",0.9
15,10,0,0,1,2235.121,0.0,82.93,mtsp,"(1, 2.5, 10)",0.9
15,11,0,0,0,1370.386,0.0,83.084,mtsp,"(1, 2.5, 10)",0.9
15,11,0,0,1,2316.64,0.0,83.421,mtsp,"(1, 2.5, 10)",0.9
15,12,0,0,0,1318.237,0.0,92.85,mtsp,"(1, 2.5, 10)",0.9
15,12,0,0,1,2209.935,0.0,83.706,mtsp,"(1, 2.5, 10)",0.9
15,13,0,0,0,1405.516,0.0,85.033,mtsp,"(1, 2.5, 10)",0.9
15,13,0,0,1,2372.274,0.0,83.197,mtsp,"(1, 2.5, 10)",0.9
15,14,0,0,0,1407.247,0.0,90.876,mtsp,"(1, 2.5, 10)",0.9
15,14,0,0,1,2350.976,0.0,86.352,mtsp,"(1, 2.5, 10)",0.9
15,15,0,0,0,1380.662,0.0,89.757,mtsp,"(1, 2.5, 10)",0.9
15,15,0,0,1,2284.075,0.0,88.01,mtsp,"(1, 2.5, 10)",0.9
15,16,0,0,0,1506.315,0.0,84.483,mtsp,"(1, 2.5, 10)",0.9
15,16,0,0,1,2352.644,0.0,82.867,mtsp,"(1, 2.5, 10)",0.9
15,17,0,0,0,1301.605,0.0,85.815,mtsp,"(1, 2.5, 10)",0.9
15,17,0,0,1,2117.067,0.0,85.719,mtsp,"(1, 2.5, 10)",0.9
15,18,0,0,0,1485.535,0.0,92.354,mtsp,"(1, 2.5, 10)",0.9
15,18,0,0,1,2521.4,0.0,88.793,mtsp,"(1, 2.5, 10)",0.9
15,19,0,0,0,1509.686,0.0,87.794,mtsp,"(1, 2.5, 10)",0.9
15,19,0,0,1,2476.157,0.0,94.331,mtsp,"(1, 2.5, 10)",0.9
15,2,0,0,0,1234.32,0.0,92.09,mtsp,"(1, 2.5, 10)",0.9
15,2,0,0,1,2068.199,0.0,89.793,mtsp,"(1, 2.5, 10)",0.9
15,3,0,0,0,1235.087,0.0,84.101,mtsp,"(1, 2.5, 10)",0.9
15,3,0,0,1,1998.734,0.0,93.605,mtsp,"(1, 2.5, 10)",0.9
15,4,0,0,0,1622.494,0.0,84.303,mtsp,"(1, 2.5, 10)",0.9
15,4,0,0,1,2685.214,0.0,82.243,mtsp,"(1, 2.5, 10)",0.9
15,5,0,0,0,1396.942,0.0,87.715,mtsp,"(1, 2.5, 10)",0.9
15,5,0,0,1,2311.428,0.0,89.445,mtsp,"(1, 2.5, 10)",0.9
15,6,0,0,0,1421.454,0.0,92.461,mtsp,"(1, 2.5, 10)",0.9
15,6,0,0,1,2392.94,0.0,91.519,mtsp,"(1, 2.5, 10)",0.9
15,7,0,0,0,1521.272,0.0,92.694,mtsp,"(1, 2.5, 10)",0.9
15,7,0,0,1,2573.749,0.0,89.245,mtsp,"(1, 2.5, 10)",0.9
15,8,0,0,0,1257.573,0.0,96.203,mtsp,"(1, 2.5, 10)",0.9
15,8,0,0,1,2055.182,0.0,85.971,mtsp,"(1, 2.5, 10)",0.9
15,9,0,0,0,1537.215,0.0,86.83,mtsp,"(1, 2.5, 10)",0.9
15,9,0,0,1,2626.163,0.0,85.401,mtsp,"(1, 2.5, 10)",0.9
15,0,0,0,0,1405.118,0.0,92.134,mtsp,"(1, 2.5, 10)",0.8
15,0,0,0,1,2320.827,0.0,85.47,mtsp,"(1, 2.5, 10)",0.8
15,1,0,0,0,1395.724,0.0,93.738,mtsp,"(1, 2.5, 10)",0.8
15,1,0,0,1,2401.586,0.0,88.996,mtsp,"(1, 2.5, 10)",0.8
15,10,0,0,0,1335.144,0.0,83.907,mtsp,"(1, 2.5, 10)",0.8
15,10,0,0,1,2221.082,0.0,82.649,mtsp,"(1, 2.5, 10)",0.8
15,11,0,0,0,1349.342,0.0,83.02,mtsp,"(1, 2.5, 10)",0.8
15,11,0,0,1,2307.906,0.0,82.074,mtsp,"(1, 2.5, 10)",0.8
15,12,0,0,0,1289.687,0.0,83.867,mtsp,"(1, 2.5, 10)",0.8
15,12,0,0,1,2219.385,0.0,83.246,mtsp,"(1, 2.5, 10)",0.8
15,13,0,0,0,1369.736,0.0,92.412,mtsp,"(1, 2.5, 10)",0.8
15,13,0,0,1,2347.052,0.0,83.125,mtsp,"(1, 2.5, 10)",0.8
15,14,0,0,0,1378.297,0.0,83.599,mtsp,"(1, 2.5, 10)",0.8
15,14,0,0,1,2322.267,0.0,81.74,mtsp,"(1, 2.5, 10)",0.8
15,15,0,0,0,1350.179,0.0,89.572,mtsp,"(1, 2.5, 10)",0.8
15,15,0,0,1,2265.757,0.0,89.028,mtsp,"(1, 2.5, 10)",0.8
15,16,0,0,0,1380.814,0.0,84.184,mtsp,"(1, 2.5, 10)",0.8
15,16,0,0,1,2313.673,0.0,83.177,mtsp,"(1, 2.5, 10)",0.8
15,17,0,0,0,1278.428,0.0,85.653,mtsp,"(1, 2.5, 10)",0.8
15,17,0,0,1,2164.58,0.0,84.512,mtsp,"(1, 2.5, 10)",0.8
15,18,0,0,0,1460.674,0.0,88.297,mtsp,"(1, 2.5, 10)",0.8
15,18,0,0,1,2497.482,0.0,89.469,mtsp,"(1, 2.5, 10)",0.8
15,19,0,0,0,1481.846,0.0,87.365,mtsp,"(1, 2.5, 10)",0.8
